,location,target,type,quantile,value
0,US,1 day ahead inc death,point,,1338
1,US,2 day ahead inc death,point,,1430
2,US,3 day ahead inc death,point,,1430
3,US,4 day ahead inc death,point,,1430
4,US,5 day ahead inc death,point,,1430
5,US,6 day ahead inc death,point,,1430
6,US,7 day ahead inc death,point,,1430
7,US,8 day ahead inc death,point,,1430
8,US,1 day ahead cum death,point,,83725
9,US,2 day ahead cum death,point,,85155
10,US,3 day ahead cum death,point,,86584
11,US,4 day ahead cum death,point,,88014
12,US,5 day ahead cum death,point,,89443
13,US,6 day ahead cum death,point,,90873
14,US,7 day ahead cum death,point,,92302
15,US,8 day ahead cum death,point,,93732
